season,player,team,matches,minutes,goals,goals_per_match,minutes_per_goal
2025,Mallorca_Player12,Mallorca,11,396,2,0.18181818181818182,198.0
2025,Mallorca_Player13,Mallorca,33,1518,7,0.21212121212121213,216.85714285714286
2025,Mallorca_Player14,Mallorca,35,3010,13,0.37142857142857144,231.53846153846155
2025,Mallorca_Player15,Mallorca,7,378,1,0.14285714285714285,378.0
2025,Mallorca_Player16,Mallorca,2,76,0,0.0,76.0
2025,Mallorca_Player17,Mallorca,33,1221,12,0.36363636363636365,101.75
2025,Mallorca_Player18,Mallorca,6,396,3,0.5,132.0
2025,Mallorca_Player19,Mallorca,7,539,2,0.2857142857142857,269.5
2025,Mallorca_Player20,Mallorca,37,2331,11,0.2972972972972973,211.9090909090909
2025,Mallorca_Player21,Mallorca,25,350,5,0.2,70.0
2025,Mallorca_Player22,Mallorca,31,2170,16,0.5161290322580645,135.625
2025,Mallorca_Player23,Mallorca,5,250,0,0.0,250.0
2025,Mallorca_Player24,Mallorca,34,1938,10,0.29411764705882354,193.8
2025,Mallorca_Player25,Mallorca,36,972,12,0.3333333333333333,81.0
2025,Rayo_Player1,Rayo Vallecano,17,595,3,0.17647058823529413,198.33333333333334
2025,Rayo_Player2,Rayo Vallecano,16,832,6,0.375,138.66666666666666
2025,Rayo_Player3,Rayo Vallecano,0,0,0,0.0,0.0
2025,Rayo_Player4,Rayo Vallecano,16,1088,9,0.5625,120.88888888888889
2025,Rayo_Player5,Rayo Vallecano,1,64,0,0.0,64.0
2025,Rayo_Player6,Rayo Vallecano,26,806,5,0.19230769230769232,161.2
2025,Rayo_Player7,Rayo Vallecano,26,1118,11,0.4230769230769231,101.63636363636364
2025,Rayo_Player8,Rayo Vallecano,19,1178,5,0.2631578947368421,235.6
2025,Rayo_Player9,Rayo Vallecano,9,612,1,0.1111111111111111,612.0
2025,Rayo_Player10,Rayo Vallecano,0,0,0,0.0,0.0
2025,Rayo_Player11,Rayo Vallecano,21,1050,11,0.5238095238095238,95.45454545454545
2025,Rayo_Player12,Rayo Vallecano,3,96,1,0.3333333333333333,96.0
2025,Rayo_Player13,Rayo Vallecano,28,476,5,0.17857142857142858,95.2
2025,Rayo_Player14,Rayo Vallecano,14,644,3,0.21428571428571427,214.66666666666666
2025,Rayo_Player15,Rayo Vallecano,35,1155,9,0.2571428571428571,128.33333333333334
2025,Rayo_Player16,Rayo Vallecano,33,2178,8,0.24242424242424243,272.25
2025,Rayo_Player17,Rayo Vallecano,5,330,1,0.2,330.0
2025,Rayo_Player18,Rayo Vallecano,37,3478,9,0.24324324324324326,386.44444444444446
2025,Rayo_Player19,Rayo Vallecano,21,1176,9,0.42857142857142855,130.66666666666666
2025,Rayo_Player20,Rayo Vallecano,13,858,8,0.6153846153846154,107.25
2025,Rayo_Player21,Rayo Vallecano,30,1530,8,0.26666666666666666,191.25
2025,Rayo_Player22,Rayo Vallecano,24,720,7,0.2916666666666667,102.85714285714286
2025,Rayo_Player23,Rayo Vallecano,5,50,0,0.0,50.0
2025,Rayo_Player24,Rayo Vallecano,16,688,7,0.4375,98.28571428571429
2025,Rayo_Player25,Rayo Vallecano,0,0,0,0.0,0.0
2025,Cádiz_Player1,Cádiz,2,48,0,0.0,48.0
2025,Cádiz_Player2,Cádiz,31,2387,4,0.12903225806451613,596.75
2025,Cádiz_Player3,Cádiz,13,559,6,0.46153846153846156,93.16666666666667
2025,Cádiz_Player4,Cádiz,0,0,0,0.0,0.0
2025,Cádiz_Player5,Cádiz,26,2314,8,0.3076923076923077,289.25
2025,Cádiz_Player6,Cádiz,22,242,8,0.36363636363636365,30.25
2025,Cádiz_Player7,Cádiz,15,1215,2,0.13333333333333333,607.5
2025,Cádiz_Player8,Cádiz,10,140,4,0.4,35.0
2025,Cádiz_Player9,Cádiz,32,2272,8,0.25,284.0
2025,Cádiz_Player10,Cádiz,22,506,7,0.3181818181818182,72.28571428571429
2025,Cádiz_Player11,Cádiz,28,2324,9,0.32142857142857145,258.22222222222223
2025,Cádiz_Player12,Cádiz,9,396,2,0.2222222222222222,198.0
2025,Cádiz_Player13,Cádiz,21,735,4,0.19047619047619047,183.75
2025,Cádiz_Player14,Cádiz,19,532,3,0.15789473684210525,177.33333333333334
2025,Cádiz_Player15,Cádiz,2,30,0,0.0,30.0
2025,Cádiz_Player16,Cádiz,9,738,3,0.3333333333333333,246.0
2025,Cádiz_Player17,Cádiz,1,38,0,0.0,38.0
2025,Cádiz_Player18,Cádiz,18,630,4,0.2222222222222222,157.5
2025,Cádiz_Player19,Cádiz,21,819,4,0.19047619047619047,204.75
2025,Cádiz_Player20,Cádiz,35,3220,18,0.5142857142857142,178.88888888888889
2025,Cádiz_Player21,Cádiz,31,1271,13,0.41935483870967744,97.76923076923077
2025,Cádiz_Player22,Cádiz,19,931,4,0.21052631578947367,232.75
2025,Cádiz_Player23,Cádiz,32,2496,10,0.3125,249.6
2025,Cádiz_Player24,Cádiz,35,2380,8,0.22857142857142856,297.5
2025,Cádiz_Player25,Cádiz,2,166,0,0.0,166.0
2025,Alavés_Player1,Alavés,26,442,9,0.34615384615384615,49.111111111111114
2025,Alavés_Player2,Alavés,20,220,7,0.35,31.428571428571427
2025,Alavés_Player3,Alavés,33,2376,5,0.15151515151515152,475.2
2025,Alavés_Player4,Alavés,23,1771,3,0.13043478260869565,590.3333333333334
2025,Alavés_Player5,Alavés,0,0,0,0.0,0.0
2025,Alavés_Player6,Alavés,20,760,6,0.3,126.66666666666667
2025,Alavés_Player7,Alavés,4,40,1,0.25,40.0
2025,Alavés_Player8,Alavés,22,748,9,0.4090909090909091,83.11111111111111
2025,Alavés_Player9,Alavés,15,1410,4,0.26666666666666666,352.5
2025,Alavés_Player10,Alavés,4,204,2,0.5,102.0
2025,Alavés_Player11,Alavés,29,1914,6,0.20689655172413793,319.0
2025,Alavés_Player12,Alavés,16,1504,4,0.25,376.0
2025,Alavés_Player13,Alavés,16,656,3,0.1875,218.66666666666666
2025,Alavés_Player14,Alavés,35,1505,11,0.3142857142857143,136.8181818181818
2025,Alavés_Player15,Alavés,13,624,2,0.15384615384615385,312.0
2025,Alavés_Player16,Alavés,14,518,8,0.5714285714285714,64.75
2025,Alavés_Player17,Alavés,33,726,9,0.2727272727272727,80.66666666666667
2025,Alavés_Player18,Alavés,4,140,1,0.25,140.0
2025,Alavés_Player19,Alavés,0,0,0,0.0,0.0
2025,Alavés_Player20,Alavés,16,832,4,0.25,208.0
2025,Alavés_Player21,Alavés,15,510,6,0.4,85.0
2025,Alavés_Player22,Alavés,6,522,3,0.5,174.0
2025,Alavés_Player23,Alavés,10,620,2,0.2,310.0
2025,Alavés_Player24,Alavés,1,17,1,1.0,17.0
2025,Alavés_Player25,Alavés,35,3080,5,0.14285714285714285,616.0
2025,Celta_Player1,Celta Vigo,14,406,4,0.2857142857142857,101.5
2025,Celta_Player2,Celta Vigo,3,207,2,0.6666666666666666,103.5
2025,Celta_Player3,Celta Vigo,26,1014,3,0.11538461538461539,338.0
2025,Celta_Player4,Celta Vigo,33,2310,9,0.2727272727272727,256.6666666666667
2025,Celta_Player5,Celta Vigo,18,1314,5,0.2777777777777778,262.8
2025,Celta_Player6,Celta Vigo,15,180,7,0.4666666666666667,25.714285714285715
2025,Celta_Player7,Celta Vigo,15,255,8,0.5333333333333333,31.875
2025,Celta_Player8,Celta Vigo,11,352,4,0.36363636363636365,88.0
2025,Celta_Player9,Celta Vigo,37,2812,12,0.32432432432432434,234.33333333333334
2025,Celta_Player10,Celta Vigo,31,1147,12,0.3870967741935484,95.58333333333333
2025,Celta_Player11,Celta Vigo,7,70,2,0.2857142857142857,35.0
2025,Celta_Player12,Celta Vigo,31,1364,17,0.5483870967741935,80.23529411764706
2025,Celta_Player13,Celta Vigo,26,1820,6,0.23076923076923078,303.3333333333333
2025,Celta_Player14,Celta Vigo,20,1260,4,0.2,315.0
2025,Celta_Player15,Celta Vigo,13,429,2,0.15384615384615385,214.5
2025,Celta_Player16,Celta Vigo,14,938,9,0.6428571428571429,104.22222222222223
2025,Celta_Player17,Celta Vigo,19,1083,12,0.631578947368421,90.25
2025,Celta_Player18,Celta Vigo,10,700,4,0.4,175.0
2025,Celta_Player19,Celta Vigo,4,200,2,0.5,100.0
2025,Celta_Player20,Celta Vigo,21,1932,5,0.23809523809523808,386.4
2025,Celta_Player21,Celta Vigo,16,880,1,0.0625,880.0
2025,Celta_Player22,Celta Vigo,32,2176,14,0.4375,155.42857142857142
2025,Celta_Player23,Celta Vigo,7,266,1,0.14285714285714285,266.0
2025,Celta_Player24,Celta Vigo,19,1216,8,0.42105263157894735,152.0
2025,Celta_Player25,Celta Vigo,34,2040,10,0.29411764705882354,204.0
2026,Real_Player1,Real Madrid,29,841,10,0.3448275862068966,84.1
2026,Real_Player2,Real Madrid,37,703,5,0.13513513513513514,140.6
2026,Real_Player3,Real Madrid,19,228,3,0.15789473684210525,76.0
2026,Real_Player4,Real Madrid,22,440,4,0.18181818181818182,110.0
2026,Real_Player5,Real Madrid,35,770,4,0.11428571428571428,192.5
2026,Real_Player6,Real Madrid,21,273,4,0.19047619047619047,68.25
2026,Real_Player7,Real Madrid,1,40,0,0.0,40.0
2026,Real_Player8,Real Madrid,27,1485,8,0.2962962962962963,185.625
2026,Real_Player9,Real Madrid,30,1980,9,0.3,220.0
2026,Real_Player10,Real Madrid,12,1080,2,0.16666666666666666,540.0
2026,Real_Player11,Real Madrid,20,1820,7,0.35,260.0
2026,Real_Player12,Real Madrid,3,204,1,0.3333333333333333,204.0
2026,Real_Player13,Real Madrid,12,1080,9,0.75,120.0
2026,Real_Player14,Real Madrid,37,2294,9,0.24324324324324326,254.88888888888889
2026,Real_Player15,Real Madrid,33,2937,12,0.36363636363636365,244.75
2026,Real_Player16,Real Madrid,24,1200,7,0.2916666666666667,171.42857142857142
2026,Real_Player17,Real Madrid,12,1080,2,0.16666666666666666,540.0
2026,Real_Player18,Real Madrid,16,528,3,0.1875,176.0
2026,Real_Player19,Real Madrid,7,476,2,0.2857142857142857,238.0
2026,Real_Player20,Real Madrid,27,1890,9,0.3333333333333333,210.0
2026,Real_Player21,Real Madrid,20,1280,7,0.35,182.85714285714286
2026,Real_Player22,Real Madrid,8,504,4,0.5,126.0
2026,Real_Player23,Real Madrid,11,957,5,0.45454545454545453,191.4
2026,Real_Player24,Real Madrid,10,520,6,0.6,86.66666666666667
2026,Real_Player25,Real Madrid,37,1702,14,0.3783783783783784,121.57142857142857
2026,Barcelona_Player1,Barcelona,7,406,1,0.14285714285714285,406.0
2026,Barcelona_Player2,Barcelona,20,1500,11,0.55,136.36363636363637
2026,Barcelona_Player3,Barcelona,12,732,5,0.4166666666666667,146.4
2026,Barcelona_Player4,Barcelona,27,270,8,0.2962962962962963,33.75
2026,Barcelona_Player5,Barcelona,11,440,3,0.2727272727272727,146.66666666666666
2026,Barcelona_Player6,Barcelona,23,1886,7,0.30434782608695654,269.42857142857144
2026,Barcelona_Player7,Barcelona,11,682,5,0.45454545454545453,136.4
2026,Barcelona_Player8,Barcelona,0,0,0,0.0,0.0
2026,Barcelona_Player9,Barcelona,29,348,9,0.3103448275862069,38.666666666666664
2026,Barcelona_Player10,Barcelona,24,720,5,0.20833333333333334,144.0
2026,Barcelona_Player11,Barcelona,26,702,8,0.3076923076923077,87.75
2026,Barcelona_Player12,Barcelona,4,248,1,0.25,248.0
2026,Barcelona_Player13,Barcelona,37,2886,5,0.13513513513513514,577.2
2026,Barcelona_Player14,Barcelona,0,0,0,0.0,0.0
2026,Barcelona_Player15,Barcelona,29,580,10,0.3448275862068966,58.0
2026,Barcelona_Player16,Barcelona,33,1320,10,0.30303030303030304,132.0
2026,Barcelona_Player17,Barcelona,15,255,1,0.06666666666666667,255.0
2026,Barcelona_Player18,Barcelona,25,550,8,0.32,68.75
2026,Barcelona_Player19,Barcelona,30,1320,6,0.2,220.0
2026,Barcelona_Player20,Barcelona,5,395,2,0.4,197.5
2026,Barcelona_Player21,Barcelona,13,1131,2,0.15384615384615385,565.5
2026,Barcelona_Player22,Barcelona,18,1296,5,0.2777777777777778,259.2
2026,Barcelona_Player23,Barcelona,23,1610,9,0.391304347826087,178.88888888888889
2026,Barcelona_Player24,Barcelona,15,375,2,0.13333333333333333,187.5
2026,Barcelona_Player25,Barcelona,1,40,0,0.0,40.0
2026,Atlético_Player1,Atlético Madrid,7,231,2,0.2857142857142857,115.5
2026,Atlético_Player2,Atlético Madrid,1,17,0,0.0,17.0
2026,Atlético_Player3,Atlético Madrid,15,585,6,0.4,97.5
2026,Atlético_Player4,Atlético Madrid,4,60,1,0.25,60.0
2026,Atlético_Player5,Atlético Madrid,3,96,1,0.3333333333333333,96.0
2026,Atlético_Player6,Atlético Madrid,14,686,5,0.35714285714285715,137.2
2026,Atlético_Player7,Atlético Madrid,10,520,7,0.7,74.28571428571429
2026,Atlético_Player8,Atlético Madrid,19,589,4,0.21052631578947367,147.25
2026,Atlético_Player9,Atlético Madrid,22,506,6,0.2727272727272727,84.33333333333333
2026,Atlético_Player10,Atlético Madrid,22,858,9,0.4090909090909091,95.33333333333333
2026,Atlético_Player11,Atlético Madrid,34,1938,6,0.17647058823529413,323.0
2026,Atlético_Player12,Atlético Madrid,10,940,3,0.3,313.3333333333333
2026,Atlético_Player13,Atlético Madrid,1,85,0,0.0,85.0
2026,Atlético_Player14,Atlético Madrid,17,1071,2,0.11764705882352941,535.5
2026,Atlético_Player15,Atlético Madrid,34,2312,11,0.3235294117647059,210.1818181818182
2026,Atlético_Player16,Atlético Madrid,11,759,5,0.45454545454545453,151.8
2026,Atlético_Player17,Atlético Madrid,6,432,2,0.3333333333333333,216.0
2026,Atlético_Player18,Atlético Madrid,11,242,3,0.2727272727272727,80.66666666666667
2026,Atlético_Player19,Atlético Madrid,20,340,5,0.25,68.0
2026,Atlético_Player20,Atlético Madrid,15,345,3,0.2,115.0
2026,Atlético_Player21,Atlético Madrid,2,48,0,0.0,48.0
2026,Atlético_Player22,Atlético Madrid,18,1548,5,0.2777777777777778,309.6
2026,Atlético_Player23,Atlético Madrid,35,385,10,0.2857142857142857,38.5
2026,Atlético_Player24,Atlético Madrid,4,252,0,0.0,252.0
2026,Atlético_Player25,Atlético Madrid,18,774,6,0.3333333333333333,129.0
2026,Girona_Player1,Girona,18,846,7,0.3888888888888889,120.85714285714286
2026,Girona_Player2,Girona,36,1116,12,0.3333333333333333,93.0
2026,Girona_Player3,Girona,33,2838,16,0.48484848484848486,177.375
2026,Girona_Player4,Girona,30,300,7,0.23333333333333334,42.857142857142854
2026,Girona_Player5,Girona,27,1674,9,0.3333333333333333,186.0
2026,Girona_Player6,Girona,1,58,0,0.0,58.0
2026,Girona_Player7,Girona,29,2697,8,0.27586206896551724,337.125
2026,Girona_Player8,Girona,15,465,2,0.13333333333333333,232.5
2026,Girona_Player9,Girona,15,645,3,0.2,215.0
2026,Girona_Player10,Girona,25,2050,14,0.56,146.42857142857142
2026,Girona_Player11,Girona,20,380,11,0.55,34.54545454545455
2026,Girona_Player12,Girona,31,1302,9,0.2903225806451613,144.66666666666666
2026,Girona_Player13,Girona,13,1027,4,0.3076923076923077,256.75
2026,Girona_Player14,Girona,14,742,6,0.42857142857142855,123.66666666666667
2026,Girona_Player15,Girona,13,1144,1,0.07692307692307693,1144.0
2026,Girona_Player16,Girona,34,884,11,0.3235294117647059,80.36363636363636
2026,Girona_Player17,Girona,22,902,8,0.36363636363636365,112.75
2026,Girona_Player18,Girona,24,1944,3,0.125,648.0
2026,Girona_Player19,Girona,23,1932,11,0.4782608695652174,175.63636363636363
2026,Girona_Player20,Girona,2,138,0,0.0,138.0
2026,Girona_Player21,Girona,26,2210,10,0.38461538461538464,221.0
2026,Girona_Player22,Girona,21,1092,4,0.19047619047619047,273.0
2026,Girona_Player23,Girona,12,444,5,0.4166666666666667,88.8
2026,Girona_Player24,Girona,10,350,3,0.3,116.66666666666667
2026,Girona_Player25,Girona,5,275,2,0.4,137.5
2026,Athletic_Player1,Athletic Club,34,2754,11,0.3235294117647059,250.36363636363637
2026,Athletic_Player2,Athletic Club,6,120,4,0.6666666666666666,30.0
2026,Athletic_Player3,Athletic Club,36,1980,13,0.3611111111111111,152.30769230769232
2026,Athletic_Player4,Athletic Club,27,1701,8,0.2962962962962963,212.625
2026,Athletic_Player5,Athletic Club,34,1326,10,0.29411764705882354,132.6
2026,Athletic_Player6,Athletic Club,29,1566,8,0.27586206896551724,195.75
2026,Athletic_Player7,Athletic Club,6,186,0,0.0,186.0
2026,Athletic_Player8,Athletic Club,9,171,2,0.2222222222222222,85.5
2026,Athletic_Player9,Athletic Club,26,1586,6,0.23076923076923078,264.3333333333333
2026,Athletic_Player10,Athletic Club,6,354,3,0.5,118.0
2026,Athletic_Player11,Athletic Club,26,1066,7,0.2692307692307692,152.28571428571428
2026,Athletic_Player12,Athletic Club,25,1425,9,0.36,158.33333333333334
2026,Athletic_Player13,Athletic Club,25,375,10,0.4,37.5
2026,Athletic_Player14,Athletic Club,8,240,0,0.0,240.0
2026,Athletic_Player15,Athletic Club,28,1176,5,0.17857142857142858,235.2
2026,Athletic_Player16,Athletic Club,6,312,4,0.6666666666666666,78.0
2026,Athletic_Player17,Athletic Club,10,770,2,0.2,385.0
2026,Athletic_Player18,Athletic Club,23,713,4,0.17391304347826086,178.25
2026,Athletic_Player19,Athletic Club,15,345,2,0.13333333333333333,172.5
2026,Athletic_Player20,Athletic Club,8,536,1,0.125,536.0
2026,Athletic_Player21,Athletic Club,22,1716,6,0.2727272727272727,286.0
2026,Athletic_Player22,Athletic Club,18,342,2,0.1111111111111111,171.0
2026,Athletic_Player23,Athletic Club,37,3182,9,0.24324324324324326,353.55555555555554
2026,Athletic_Player24,Athletic Club,3,180,0,0.0,180.0
2026,Athletic_Player25,Athletic Club,7,175,4,0.5714285714285714,43.75
2026,Real_Player1,Real Sociedad,14,1120,1,0.07142857142857142,1120.0
2026,Real_Player2,Real Sociedad,23,1219,4,0.17391304347826086,304.75
2026,Real_Player3,Real Sociedad,11,990,4,0.36363636363636365,247.5
2026,Real_Player4,Real Sociedad,5,390,1,0.2,390.0
2026,Real_Player5,Real Sociedad,12,624,2,0.16666666666666666,312.0
2026,Real_Player6,Real Sociedad,27,1620,7,0.25925925925925924,231.42857142857142
2026,Real_Player7,Real Sociedad,25,425,5,0.2,85.0
2026,Real_Player8,Real Sociedad,17,1547,5,0.29411764705882354,309.4
2026,Real_Player9,Real Sociedad,10,280,4,0.4,70.0
2026,Real_Player10,Real Sociedad,0,0,0,0.0,0.0
2026,Real_Player11,Real Sociedad,21,672,3,0.14285714285714285,224.0
2026,Real_Player12,Real Sociedad,32,896,10,0.3125,89.6
2026,Real_Player13,Real Sociedad,27,1188,10,0.37037037037037035,118.8
2026,Real_Player14,Real Sociedad,22,858,6,0.2727272727272727,143.0
2026,Real_Player15,Real Sociedad,23,1288,5,0.21739130434782608,257.6
2026,Real_Player16,Real Sociedad,30,900,9,0.3,100.0
2026,Real_Player17,Real Sociedad,5,420,1,0.2,420.0
2026,Real_Player18,Real Sociedad,10,230,1,0.1,230.0
2026,Real_Player19,Real Sociedad,34,1122,9,0.2647058823529412,124.66666666666667
2026,Real_Player20,Real Sociedad,34,2414,12,0.35294117647058826,201.16666666666666
2026,Real_Player21,Real Sociedad,33,825,11,0.3333333333333333,75.0
2026,Real_Player22,Real Sociedad,5,150,2,0.4,75.0
2026,Real_Player23,Real Sociedad,30,570,6,0.2,95.0
2026,Real_Player24,Real Sociedad,8,144,1,0.125,144.0
2026,Real_Player25,Real Sociedad,14,854,5,0.35714285714285715,170.8
2026,Real_Player1,Real Betis,9,630,2,0.2222222222222222,315.0
2026,Real_Player2,Real Betis,8,160,1,0.125,160.0
2026,Real_Player3,Real Betis,12,540,5,0.4166666666666667,108.0
2026,Real_Player4,Real Betis,22,1078,5,0.22727272727272727,215.6
2026,Real_Player5,Real Betis,30,1770,8,0.26666666666666666,221.25
2026,Real_Player6,Real Betis,10,930,3,0.3,310.0
2026,Real_Player7,Real Betis,15,1155,6,0.4,192.5
2026,Real_Player8,Real Betis,24,600,8,0.3333333333333333,75.0
2026,Real_Player9,Real Betis,33,1485,12,0.36363636363636365,123.75
2026,Real_Player10,Real Betis,25,1425,11,0.44,129.54545454545453
2026,Real_Player11,Real Betis,2,32,1,0.5,32.0
2026,Real_Player12,Real Betis,37,2960,10,0.2702702702702703,296.0
2026,Real_Player13,Real Betis,10,510,3,0.3,170.0
2026,Real_Player14,Real Betis,16,912,7,0.4375,130.28571428571428
2026,Real_Player15,Real Betis,16,528,4,0.25,132.0
2026,Real_Player16,Real Betis,26,624,11,0.4230769230769231,56.72727272727273
2026,Real_Player17,Real Betis,14,1218,6,0.42857142857142855,203.0
2026,Real_Player18,Real Betis,7,441,3,0.42857142857142855,147.0
2026,Real_Player19,Real Betis,19,1786,7,0.3684210526315789,255.14285714285714
2026,Real_Player20,Real Betis,3,282,2,0.6666666666666666,141.0
2026,Real_Player21,Real Betis,24,1872,1,0.041666666666666664,1872.0
2026,Real_Player22,Real Betis,36,2952,10,0.2777777777777778,295.2
2026,Real_Player23,Real Betis,8,584,5,0.625,116.8
2026,Real_Player24,Real Betis,32,320,7,0.21875,45.714285714285715
2026,Real_Player25,Real Betis,5,355,1,0.2,355.0
2026,Villarreal_Player1,Villarreal,23,1495,9,0.391304347826087,166.11111111111111
2026,Villarreal_Player2,Villarreal,33,2211,11,0.3333333333333333,201.0
2026,Villarreal_Player3,Villarreal,11,561,4,0.36363636363636365,140.25
2026,Villarreal_Player4,Villarreal,0,0,0,0.0,0.0
2026,Villarreal_Player5,Villarreal,23,1288,4,0.17391304347826086,322.0
2026,Villarreal_Player6,Villarreal,28,868,15,0.5357142857142857,57.86666666666667
2026,Villarreal_Player7,Villarreal,0,0,0,0.0,0.0
2026,Villarreal_Player8,Villarreal,20,1580,5,0.25,316.0
2026,Villarreal_Player9,Villarreal,25,2225,5,0.2,445.0
2026,Villarreal_Player10,Villarreal,6,528,5,0.8333333333333334,105.6
2026,Villarreal_Player11,Villarreal,16,336,5,0.3125,67.2
2026,Villarreal_Player12,Villarreal,17,255,2,0.11764705882352941,127.5
2026,Villarreal_Player13,Villarreal,6,528,2,0.3333333333333333,264.0
2026,Villarreal_Player14,Villarreal,26,1716,17,0.6538461538461539,100.94117647058823
2026,Villarreal_Player15,Villarreal,31,465,7,0.22580645161290322,66.42857142857143
2026,Villarreal_Player16,Villarreal,11,715,4,0.36363636363636365,178.75
2026,Villarreal_Player17,Villarreal,1,45,0,0.0,45.0
2026,Villarreal_Player18,Villarreal,12,288,2,0.16666666666666666,144.0
2026,Villarreal_Player19,Villarreal,25,2100,4,0.16,525.0
2026,Villarreal_Player20,Villarreal,32,832,10,0.3125,83.2
2026,Villarreal_Player21,Villarreal,17,1088,4,0.23529411764705882,272.0
2026,Villarreal_Player22,Villarreal,17,442,7,0.4117647058823529,63.142857142857146
2026,Villarreal_Player23,Villarreal,14,504,5,0.35714285714285715,100.8
2026,Villarreal_Player24,Villarreal,27,1566,16,0.5925925925925926,97.875
2026,Villarreal_Player25,Villarreal,0,0,0,0.0,0.0
2026,Valencia_Player1,Valencia,24,456,7,0.2916666666666667,65.14285714285714
2026,Valencia_Player2,Valencia,25,2175,12,0.48,181.25
2026,Valencia_Player3,Valencia,33,1155,5,0.15151515151515152,231.0
2026,Valencia_Player4,Valencia,16,912,8,0.5,114.0
2026,Valencia_Player5,Valencia,5,430,1,0.2,430.0
2026,Valencia_Player6,Valencia,11,671,5,0.45454545454545453,134.2
2026,Valencia_Player7,Valencia,26,1612,7,0.2692307692307692,230.28571428571428
2026,Valencia_Player8,Valencia,14,168,2,0.14285714285714285,84.0
2026,Valencia_Player9,Valencia,20,400,7,0.35,57.142857142857146
2026,Valencia_Player10,Valencia,33,1650,11,0.3333333333333333,150.0
2026,Valencia_Player11,Valencia,11,990,3,0.2727272727272727,330.0
2026,Valencia_Player12,Valencia,11,902,2,0.18181818181818182,451.0
2026,Valencia_Player13,Valencia,35,665,14,0.4,47.5
2026,Valencia_Player14,Valencia,35,2975,10,0.2857142857142857,297.5
2026,Valencia_Player15,Valencia,20,600,4,0.2,150.0
2026,Valencia_Player16,Valencia,25,1175,5,0.2,235.0
2026,Valencia_Player17,Valencia,37,1221,9,0.24324324324324326,135.66666666666666
2026,Valencia_Player18,Valencia,20,1580,4,0.2,395.0
2026,Valencia_Player19,Valencia,31,2635,6,0.1935483870967742,439.1666666666667
2026,Valencia_Player20,Valencia,33,2178,6,0.18181818181818182,363.0
2026,Valencia_Player21,Valencia,32,2976,7,0.21875,425.14285714285717
2026,Valencia_Player22,Valencia,10,750,6,0.6,125.0
2026,Valencia_Player23,Valencia,18,1206,4,0.2222222222222222,301.5
2026,Valencia_Player24,Valencia,7,189,3,0.42857142857142855,63.0
2026,Valencia_Player25,Valencia,28,336,6,0.21428571428571427,56.0
2026,Sevilla_Player1,Sevilla,21,1785,6,0.2857142857142857,297.5
2026,Sevilla_Player2,Sevilla,31,744,11,0.3548387096774194,67.63636363636364
2026,Sevilla_Player3,Sevilla,20,1580,4,0.2,395.0
2026,Sevilla_Player4,Sevilla,26,1274,7,0.2692307692307692,182.0
2026,Sevilla_Player5,Sevilla,25,450,12,0.48,37.5
2026,Sevilla_Player6,Sevilla,7,420,2,0.2857142857142857,210.0
2026,Sevilla_Player7,Sevilla,4,368,0,0.0,368.0
2026,Sevilla_Player8,Sevilla,9,189,2,0.2222222222222222,94.5
2026,Sevilla_Player9,Sevilla,35,1190,9,0.2571428571428571,132.22222222222223
2026,Sevilla_Player10,Sevilla,36,2736,12,0.3333333333333333,228.0
2026,Sevilla_Player11,Sevilla,34,2448,12,0.35294117647058826,204.0
2026,Sevilla_Player12,Sevilla,13,169,2,0.15384615384615385,84.5
2026,Sevilla_Player13,Sevilla,27,1377,10,0.37037037037037035,137.7
2026,Sevilla_Player14,Sevilla,37,1184,10,0.2702702702702703,118.4
2026,Sevilla_Player15,Sevilla,8,616,1,0.125,616.0
2026,Sevilla_Player16,Sevilla,23,920,10,0.43478260869565216,92.0
2026,Sevilla_Player17,Sevilla,29,1305,9,0.3103448275862069,145.0
2026,Sevilla_Player18,Sevilla,19,1672,7,0.3684210526315789,238.85714285714286
2026,Sevilla_Player19,Sevilla,35,3255,13,0.37142857142857144,250.3846153846154
2026,Sevilla_Player20,Sevilla,6,318,0,0.0,318.0
2026,Sevilla_Player21,Sevilla,33,2475,9,0.2727272727272727,275.0
2026,Sevilla_Player22,Sevilla,27,2349,2,0.07407407407407407,1174.5
2026,Sevilla_Player23,Sevilla,4,268,0,0.0,268.0
2026,Sevilla_Player24,Sevilla,30,1830,4,0.13333333333333333,457.5
2026,Sevilla_Player25,Sevilla,13,923,6,0.46153846153846156,153.83333333333334
2026,Getafe_Player1,Getafe,20,1780,7,0.35,254.28571428571428
2026,Getafe_Player2,Getafe,28,784,5,0.17857142857142858,156.8
2026,Getafe_Player3,Getafe,37,2368,5,0.13513513513513514,473.6
2026,Getafe_Player4,Getafe,33,3102,13,0.3939393939393939,238.6153846153846
2026,Getafe_Player5,Getafe,1,72,0,0.0,72.0
2026,Getafe_Player6,Getafe,18,468,5,0.2777777777777778,93.6
2026,Getafe_Player7,Getafe,3,102,2,0.6666666666666666,51.0
2026,Getafe_Player8,Getafe,8,616,5,0.625,123.2
2026,Getafe_Player9,Getafe,23,1932,8,0.34782608695652173,241.5
2026,Getafe_Player10,Getafe,11,319,2,0.18181818181818182,159.5
2026,Getafe_Player11,Getafe,31,2201,11,0.3548387096774194,200.0909090909091
2026,Getafe_Player12,Getafe,37,2516,10,0.2702702702702703,251.6
2026,Getafe_Player13,Getafe,7,420,2,0.2857142857142857,210.0
